product_id,product_name,product_category,price,discount_percent,discounted_price,rating,quantity_sold,review_count,customer_region,payment_method,image_url,description,in_stock,delivery_days
P0114,Cultsport Treadmill,Sports,14123.12,15,12004.65,3.8,8048,4896,South,PayPal,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 15% discount. Cultsport Treadmill - High quality product with 3.8 star rating.,True,2
P0115,Exercise Bike,Sports,10395.73,30,7277.01,5.0,3472,3080,North,Credit Card,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 30% discount. Exercise Bike - High quality product with 5.0 star rating.,True,3
P0116,Optimum Nutrition Protein Powder,Sports,12786.04,35,8310.93,3.7,3320,3301,East,COD,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 35% discount. Optimum Nutrition Protein Powder - High quality product with 3.7 star rating.,True,2
P0117,Gym Bag,Sports,20191.28,35,13124.33,4.6,2548,3984,West,Debit Card,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 35% discount. Gym Bag - High quality product with 4.6 star rating.,True,5
P0118,Milton Water Bottle,Sports,10337.89,30,7236.52,4.8,6160,4426,North,UPI,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 30% discount. Milton Water Bottle - High quality product with 4.8 star rating.,True,5
P0119,Xiaomi Fitness Tracker,Sports,21948.17,5,20850.76,4.8,6862,3595,South,PayPal,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 5% discount. Xiaomi Fitness Tracker - High quality product with 4.8 star rating.,True,4
P0120,Nike Training Shoes,Sports,20817.17,20,16653.73,4.1,7093,3578,West,Credit Card,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 20% discount. Nike Training Shoes - High quality product with 4.1 star rating.,True,3
P0121,Puma Sports Bra,Sports,22395.44,0,22395.44,4.2,2583,4617,South,UPI,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 0% discount. Puma Sports Bra - High quality product with 4.2 star rating.,True,1
P0122,Decathlon Backpack,Sports,3742.1,50,1871.05,4.1,6819,442,Central,UPI,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 50% discount. Decathlon Backpack - High quality product with 4.1 star rating.,True,5
P0123,LEGO Creator Expert,Toys,190.11,5,180.61,4.3,5485,41,South,Credit Card,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 5% discount. LEGO Creator Expert - High quality product with 4.3 star rating.,True,6
P0124,Barbie Dreamhouse,Toys,4165.73,30,2916.01,3.7,351,4053,East,Credit Card,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 30% discount. Barbie Dreamhouse - High quality product with 3.7 star rating.,True,3
P0125,Hot Wheels 50 Car Set,Toys,3027.32,40,1816.39,4.2,9910,3473,South,UPI,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 40% discount. Hot Wheels 50 Car Set - High quality product with 4.2 star rating.,True,2
P0126,Remote Control Monster Truck,Toys,2167.98,5,2059.58,3.7,1396,3777,East,UPI,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 5% discount. Remote Control Monster Truck - High quality product with 3.7 star rating.,True,2
P0127,Jellycat Teddy Bear,Toys,434.42,50,217.21,3.9,7689,1137,East,COD,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 50% discount. Jellycat Teddy Bear - High quality product with 3.9 star rating.,True,6
P0128,Monopoly Board Game,Toys,761.51,35,494.98,3.8,7725,751,West,COD,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 35% discount. Monopoly Board Game - High quality product with 3.8 star rating.,True,3
P0129,Ravensburger Puzzle,Toys,4247.4,50,2123.7,4.4,491,154,South,UPI,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 50% discount. Ravensburger Puzzle - High quality product with 4.4 star rating.,True,1
P0130,Marvel Action Figures,Toys,2122.69,50,1061.34,4.4,7980,4227,South,UPI,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 50% discount. Marvel Action Figures - High quality product with 4.4 star rating.,True,3
P0131,Play-Doh Set,Toys,1433.51,5,1361.84,3.7,9838,3116,East,COD,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 5% discount. Play-Doh Set - High quality product with 3.7 star rating.,False,1
P0132,Nerf Elite Gun,Toys,4756.16,30,3329.31,4.3,4117,1342,East,UPI,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 30% discount. Nerf Elite Gun - High quality product with 4.3 star rating.,True,5
P0133,Thomas Train Set,Toys,3492.16,25,2619.12,5.0,6619,3727,East,PayPal,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 25% discount. Thomas Train Set - High quality product with 5.0 star rating.,True,2
P0134,Dinosaur Toy,Toys,293.19,45,161.26,4.4,8602,3991,South,UPI,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 45% discount. Dinosaur Toy - High quality product with 4.4 star rating.,True,6
P0135,Superhero Mask,Toys,690.56,30,483.39,3.9,8017,1522,East,UPI,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 30% discount. Superhero Mask - High quality product with 3.9 star rating.,True,6
P0136,Magic Trick Set,Toys,368.92,10,332.03,4.0,3571,615,North,COD,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 10% discount. Magic Trick Set - High quality product with 4.0 star rating.,True,5
P0137,Minecraft Video Game,Toys,477.07,20,381.66,4.3,4288,4460,North,Debit Card,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 20% discount. Minecraft Video Game - High quality product with 4.3 star rating.,True,1
P0138,Stuffed Animal Collection,Toys,3715.49,0,3715.49,4.8,9333,3522,East,PayPal,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 0% discount. Stuffed Animal Collection - High quality product with 4.8 star rating.,False,3
P0139,Frisbee,Toys,4386.04,5,4166.74,4.9,3820,814,West,UPI,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 5% discount. Frisbee - High quality product with 4.9 star rating.,True,5
P0140,Water Gun,Toys,284.22,40,170.53,4.4,1781,1263,North,PayPal,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 40% discount. Water Gun - High quality product with 4.4 star rating.,True,4
P0141,Toy Drone,Toys,3714.15,0,3714.15,3.7,1175,376,South,Debit Card,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 0% discount. Toy Drone - High quality product with 3.7 star rating.,True,5
P0142,RC Helicopter,Toys,306.26,0,306.26,4.9,2642,4495,North,Credit Card,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 0% discount. RC Helicopter - High quality product with 4.9 star rating.,True,4
P0143,Building Blocks,Toys,4786.44,20,3829.15,4.7,9140,4806,East,UPI,https://dummyimage.com/300x300/E67E22/ffffff?text=Toy,Best Toys product with 20% discount. Building Blocks - High quality product with 4.7 star rating.,False,4
P0144,Atomic Habits,Books,288.46,35,187.5,4.9,5439,885,East,UPI,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 35% discount. Atomic Habits - High quality product with 4.9 star rating.,True,3
P0145,Rich Dad Poor Dad,Books,611.93,45,336.56,3.6,6412,3846,Central,UPI,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 45% discount. Rich Dad Poor Dad - High quality product with 3.6 star rating.,True,1
P0146,The Psychology of Money,Books,1602.96,15,1362.51,5.0,9798,1915,South,COD,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 15% discount. The Psychology of Money - High quality product with 5.0 star rating.,True,6
P0147,Think and Grow Rich,Books,2989.37,10,2690.44,4.7,4886,893,North,Credit Card,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 10% discount. Think and Grow Rich - High quality product with 4.7 star rating.,True,5
P0148,Harry Potter Complete Set,Books,365.31,40,219.19,4.1,9189,1219,North,PayPal,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 40% discount. Harry Potter Complete Set - High quality product with 4.1 star rating.,True,1
P0149,The Alchemist,Books,1054.25,40,632.55,4.3,964,984,West,COD,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 40% discount. The Alchemist - High quality product with 4.3 star rating.,True,2
P0150,1984,Books,1644.55,20,1315.64,3.8,3030,796,Central,UPI,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 20% discount. 1984 - High quality product with 3.8 star rating.,True,5
P0151,Pride and Prejudice,Books,1493.7,10,1344.33,4.7,1601,3112,South,COD,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 10% discount. Pride and Prejudice - High quality product with 4.7 star rating.,True,1
P0152,The Subtle Art of Not Giving a F*ck,Books,2648.03,10,2383.22,4.8,2149,1705,Central,COD,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 10% discount. The Subtle Art of Not Giving a F*ck - High quality product with 4.8 star rating.,True,5
P0153,Ikigai,Books,2072.41,50,1036.2,4.6,6160,557,South,Credit Card,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 50% discount. Ikigai - High quality product with 4.6 star rating.,True,2
P0154,The Power of Now,Books,473.72,50,236.86,3.8,9776,3999,South,Debit Card,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 50% discount. The Power of Now - High quality product with 3.8 star rating.,True,5
P0155,Sapiens,Books,1571.66,30,1100.16,3.8,9892,1137,North,Credit Card,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 30% discount. Sapiens - High quality product with 3.8 star rating.,True,2
P0156,The Hobbit,Books,1938.62,35,1260.1,4.7,1017,2515,South,Credit Card,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 35% discount. The Hobbit - High quality product with 4.7 star rating.,False,4
P0157,The Lord of the Rings,Books,1934.6,20,1547.68,3.7,7069,1888,West,PayPal,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 20% discount. The Lord of the Rings - High quality product with 3.7 star rating.,True,1
P0158,Game of Thrones,Books,2335.85,0,2335.85,4.4,2762,22,South,COD,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 0% discount. Game of Thrones - High quality product with 4.4 star rating.,True,6
P0159,The Da Vinci Code,Books,2923.12,15,2484.65,4.5,5053,2429,West,UPI,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 15% discount. The Da Vinci Code - High quality product with 4.5 star rating.,True,6
P0160,The Silent Patient,Books,1178.32,10,1060.49,3.9,9655,4834,Central,Debit Card,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 10% discount. The Silent Patient - High quality product with 3.9 star rating.,True,5
P0161,Where the Crawdads Sing,Books,2577.21,30,1804.05,4.7,1108,1824,South,Debit Card,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 30% discount. Where the Crawdads Sing - High quality product with 4.7 star rating.,True,3
P0162,It Ends With Us,Books,2617.36,35,1701.28,4.1,4126,4965,East,Debit Card,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 35% discount. It Ends With Us - High quality product with 4.1 star rating.,True,1
P0163,Verity,Books,1382.67,50,691.33,4.1,943,3599,South,UPI,https://dummyimage.com/300x300/3498DB/ffffff?text=Boo,Best Books product with 50% discount. Verity - High quality product with 4.1 star rating.,True,1
P0164,Meguiar's Car Polish,Automotive,13103.0,5,12447.85,4.8,2265,3611,West,Credit Card,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 5% discount. Meguiar's Car Polish - High quality product with 4.8 star rating.,True,5
P0165,Castrol Bike Oil,Automotive,3242.43,50,1621.21,4.8,6352,4445,West,UPI,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 50% discount. Castrol Bike Oil - High quality product with 4.8 star rating.,True,2
P0166,Xiaomi Tire Inflator,Automotive,12409.68,40,7445.81,3.5,1885,1764,North,Credit Card,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 40% discount. Xiaomi Tire Inflator - High quality product with 3.5 star rating.,True,6
P0167,Car Vacuum Cleaner,Automotive,11723.03,20,9378.43,4.4,593,395,Central,Credit Card,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 20% discount. Car Vacuum Cleaner - High quality product with 4.4 star rating.,True,2
P0168,PU Leather Seat Cover,Automotive,13673.04,5,12989.39,4.2,8367,1568,East,UPI,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 5% discount. PU Leather Seat Cover - High quality product with 4.2 star rating.,True,4
P0169,Steering Wheel Cover,Automotive,15641.05,35,10166.68,4.6,3772,1577,North,Debit Card,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 35% discount. Steering Wheel Cover - High quality product with 4.6 star rating.,False,6
P0170,Phone Holder,Automotive,12439.48,15,10573.56,4.0,9137,4338,West,Credit Card,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 15% discount. Phone Holder - High quality product with 4.0 star rating.,True,1
P0171,Anker Car Charger,Automotive,17674.16,0,17674.16,4.7,7843,918,South,PayPal,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 0% discount. Anker Car Charger - High quality product with 4.7 star rating.,True,2
P0172,NOCO Jump Starter,Automotive,16464.53,45,9055.49,3.8,1905,317,East,COD,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 45% discount. NOCO Jump Starter - High quality product with 3.8 star rating.,True,6
P0173,Stanley Tool Kit,Automotive,12408.77,40,7445.26,4.6,5393,3912,South,Debit Card,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 40% discount. Stanley Tool Kit - High quality product with 4.6 star rating.,True,6
P0174,3D Car Mats,Automotive,12322.71,30,8625.9,4.5,217,900,South,PayPal,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 30% discount. 3D Car Mats - High quality product with 4.5 star rating.,True,1
P0175,Air Freshener,Automotive,3447.19,50,1723.59,4.6,7189,2135,West,UPI,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 50% discount. Air Freshener - High quality product with 4.6 star rating.,True,3
P0176,Windshield Cleaner,Automotive,4540.44,30,3178.31,4.2,4790,1928,Central,UPI,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 30% discount. Windshield Cleaner - High quality product with 4.2 star rating.,True,3
P0177,Philips Headlight Bulb,Automotive,3401.12,25,2550.84,4.6,671,4645,North,COD,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 25% discount. Philips Headlight Bulb - High quality product with 4.6 star rating.,True,2
P0178,Car Cover,Automotive,8184.57,25,6138.43,3.5,362,903,West,Credit Card,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 25% discount. Car Cover - High quality product with 3.5 star rating.,True,2
P0179,Roof Carrier,Automotive,14905.59,15,12669.75,4.4,9589,3454,West,Debit Card,https://dummyimage.com/300x300/95A5A6/ffffff?text=Aut,Best Automotive product with 15% discount. Roof Carrier - High quality product with 4.4 star rating.,True,1
P0180,Basmati Rice 5kg,Grocery,1052.29,40,631.38,4.2,5641,3812,South,PayPal,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 40% discount. Basmati Rice 5kg - High quality product with 4.2 star rating.,True,2
P0181,Ashirvaad Wheat Flour,Grocery,1984.66,45,1091.56,4.9,3724,530,Central,Credit Card,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 45% discount. Ashirvaad Wheat Flour - High quality product with 4.9 star rating.,True,4
P0182,Sugar 1kg,Grocery,1822.61,30,1275.83,4.4,535,2,Central,UPI,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 30% discount. Sugar 1kg - High quality product with 4.4 star rating.,True,1
P0183,Tata Salt,Grocery,532.1,35,345.87,4.4,3165,130,North,COD,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 35% discount. Tata Salt - High quality product with 4.4 star rating.,True,4
P0184,Fortune Cooking Oil,Grocery,553.36,20,442.69,3.5,5553,4556,West,UPI,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 20% discount. Fortune Cooking Oil - High quality product with 3.5 star rating.,True,3
P0185,MDH Spices Box,Grocery,1773.23,25,1329.93,3.8,5734,2892,North,Credit Card,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 25% discount. MDH Spices Box - High quality product with 3.8 star rating.,True,3
P0186,Taj Mahal Tea,Grocery,1899.74,40,1139.84,3.8,6109,1308,North,COD,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 40% discount. Taj Mahal Tea - High quality product with 3.8 star rating.,True,5
P0187,Nescafe Coffee,Grocery,1090.35,0,1090.35,4.8,9781,2204,West,COD,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 0% discount. Nescafe Coffee - High quality product with 4.8 star rating.,True,2
P0188,Lays Snacks,Grocery,1974.05,40,1184.43,4.3,9245,282,Central,Credit Card,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 40% discount. Lays Snacks - High quality product with 4.3 star rating.,True,6
P0189,Parle Biscuits,Grocery,401.02,50,200.51,4.0,9210,1230,West,PayPal,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 50% discount. Parle Biscuits - High quality product with 4.0 star rating.,True,2
P0190,Dairy Milk Chocolate,Grocery,1931.98,50,965.99,3.5,7483,3869,North,COD,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 50% discount. Dairy Milk Chocolate - High quality product with 3.5 star rating.,True,4
P0191,Real Juice,Grocery,1087.88,30,761.51,3.5,1979,2794,West,PayPal,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 30% discount. Real Juice - High quality product with 3.5 star rating.,True,5
P0192,Coca Cola,Grocery,915.31,20,732.25,4.9,1208,3874,North,PayPal,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 20% discount. Coca Cola - High quality product with 4.9 star rating.,True,6
P0193,Maggi Noodles,Grocery,1019.49,0,1019.49,4.7,312,3953,West,COD,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 0% discount. Maggi Noodles - High quality product with 4.7 star rating.,True,6
P0194,Barilla Pasta,Grocery,1841.42,0,1841.42,3.8,3134,1328,Central,Credit Card,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 0% discount. Barilla Pasta - High quality product with 3.8 star rating.,True,4
P0195,Kissan Sauce,Grocery,360.61,25,270.46,4.0,7858,4784,Central,Credit Card,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 25% discount. Kissan Sauce - High quality product with 4.0 star rating.,True,1
P0196,Mother's Recipe Pickle,Grocery,262.76,5,249.63,4.1,1677,1638,East,PayPal,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 5% discount. Mother's Recipe Pickle - High quality product with 4.1 star rating.,True,1
P0197,Dabur Honey,Grocery,668.53,50,334.27,4.1,8199,822,North,UPI,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 50% discount. Dabur Honey - High quality product with 4.1 star rating.,True,4
P0198,Kissan Jam,Grocery,1239.17,20,991.34,4.1,5602,1441,North,Credit Card,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 20% discount. Kissan Jam - High quality product with 4.1 star rating.,True,6
P0199,Amul Butter,Grocery,192.73,10,173.46,3.8,7127,2890,South,Credit Card,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 10% discount. Amul Butter - High quality product with 3.8 star rating.,True,2
P0200,Amul Cheese,Grocery,1905.38,5,1810.11,4.2,1187,4761,West,UPI,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 5% discount. Amul Cheese - High quality product with 4.2 star rating.,True,5
P0201,Nestle Milk Powder,Grocery,529.84,15,450.36,4.4,9145,2391,South,Debit Card,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 15% discount. Nestle Milk Powder - High quality product with 4.4 star rating.,False,5
P0202,Kelloggs Cornflakes,Grocery,1653.67,50,826.83,3.5,5253,715,East,Debit Card,https://dummyimage.com/300x300/27AE60/ffffff?text=Gro,Best Grocery product with 50% discount. Kelloggs Cornflakes - High quality product with 3.5 star rating.,True,6
P0203,Herman Miller Office Chair,Furniture,17175.55,15,14599.22,3.9,3620,1693,West,COD,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 15% discount. Herman Miller Office Chair - High quality product with 3.9 star rating.,True,2
P0204,IKEA Study Table,Furniture,49606.04,5,47125.73,4.1,6797,2138,North,COD,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 5% discount. IKEA Study Table - High quality product with 4.1 star rating.,True,4
P0205,Wooden Bookshelf,Furniture,16152.19,30,11306.53,3.9,8115,445,South,Debit Card,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 30% discount. Wooden Bookshelf - High quality product with 3.9 star rating.,True,6
P0206,Wardrobe,Furniture,64867.42,0,64867.42,4.1,9910,2939,Central,UPI,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 0% discount. Wardrobe - High quality product with 4.1 star rating.,True,1
P0207,Shoe Rack,Furniture,63912.02,45,35151.61,3.8,5762,1661,South,Credit Card,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 45% discount. Shoe Rack - High quality product with 3.8 star rating.,True,5
P0208,Dressing Table,Furniture,25560.72,35,16614.47,4.7,7237,3274,North,PayPal,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 35% discount. Dressing Table - High quality product with 4.7 star rating.,True,2
P0209,Night Stand,Furniture,37237.88,5,35375.98,3.7,9786,483,West,PayPal,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 5% discount. Night Stand - High quality product with 3.7 star rating.,True,5
P0210,TV Unit,Furniture,9465.74,20,7572.59,4.5,997,1547,South,Credit Card,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 20% discount. TV Unit - High quality product with 4.5 star rating.,True,5
P0211,Bean Bag,Furniture,6559.46,40,3935.68,5.0,4368,3730,East,PayPal,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 40% discount. Bean Bag - High quality product with 5.0 star rating.,True,1
P0212,Electric Recliner,Furniture,56010.02,30,39207.01,4.0,2359,3603,West,PayPal,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 30% discount. Electric Recliner - High quality product with 4.0 star rating.,True,5
P0213,Rocking Chair,Furniture,8194.71,35,5326.56,4.5,7853,73,North,COD,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 35% discount. Rocking Chair - High quality product with 4.5 star rating.,True,4
P0214,Wooden Stool,Furniture,36507.98,5,34682.58,4.5,2485,3611,Central,PayPal,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 5% discount. Wooden Stool - High quality product with 4.5 star rating.,True,4
P0215,Garden Bench,Furniture,27298.03,10,24568.23,3.8,5259,2775,West,PayPal,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 10% discount. Garden Bench - High quality product with 3.8 star rating.,True,3
P0216,Bar Stool,Furniture,58990.74,15,50142.13,3.6,3384,1017,South,Credit Card,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 15% discount. Bar Stool - High quality product with 3.6 star rating.,True,4
P0217,Patio Furniture Set,Furniture,29110.58,35,18921.88,4.7,1689,237,West,COD,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 35% discount. Patio Furniture Set - High quality product with 4.7 star rating.,True,5
P0218,Folding Chair,Furniture,59500.06,35,38675.04,4.3,295,149,West,PayPal,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 35% discount. Folding Chair - High quality product with 4.3 star rating.,True,1
P0219,Office Desk,Furniture,49461.94,25,37096.46,3.7,3735,4577,South,UPI,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 25% discount. Office Desk - High quality product with 3.7 star rating.,True,5
P0220,Computer Table,Furniture,29013.1,40,17407.86,4.3,5972,4931,West,PayPal,https://dummyimage.com/300x300/8E44AD/ffffff?text=Fur,Best Furniture product with 40% discount. Computer Table - High quality product with 4.3 star rating.,True,6
